"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","model_type","RMSE","avg_RMSE"
"2025-09-08 03:25:53","40.2s","7c9e3eb5846141fb929fddcaeb97406b","BaggingRegressor_Fold_9","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","31205.060474070386",""
"2025-09-08 03:25:13","39.9s","2203f50a91694943806e66be07d65256","BaggingRegressor_Fold_8","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","16579.00662708151",""
"2025-09-08 03:24:32","40.6s","5f843c1e8b9c4e90aba223792c525ce9","BaggingRegressor_Fold_7","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","50113.11988709497",""
"2025-09-08 03:23:51","40.7s","9fd4f22c92e14735b42d83184dbe7946","BaggingRegressor_Fold_6","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","43574.74060728181",""
"2025-09-08 03:23:11","40.2s","f7c87faccd2e49f69acaddc92d49f43c","BaggingRegressor_Fold_5","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","21803.948965786138",""
"2025-09-08 03:22:30","40.3s","b689bc01e13c435abd2783dbed9fc369","BaggingRegressor_Fold_4","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","40614.65767359295",""
"2025-09-08 03:21:49","40.9s","8b4e4c1ef09f4ce780994ad9a8b8ec44","BaggingRegressor_Fold_3","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","7950.343263645918",""
"2025-09-08 03:21:09","40.1s","2825751dafc64916bd41084d8269f208","BaggingRegressor_Fold_2","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","3891.1801484230655",""
"2025-09-08 03:20:29","40.4s","175119b88709488ea19e04e2e0da6dfb","BaggingRegressor_Fold_1","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","13145.21210470861",""
"2025-09-08 03:19:48","40.4s","03d5239c912b406b9b13c23ead71bebd","BaggingRegressor_Fold_0","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","5927.536197770117",""
"2025-09-08 03:19:48","6.8min","76c61747796a4cbe87e855492932fbc8","BaggingRegressor","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","BaggingRegressor","","23480.480594945548"
"2025-09-08 03:19:47","471ms","ae02ea7e16c24c99a51a383743c243a3","SGDRegressor_Fold_9","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","159918.7392293234",""
"2025-09-08 03:19:46","0.7s","ce2ef88d032f4d8b8cf0f3c6e6428118","SGDRegressor_Fold_8","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","104576.05180088399",""
"2025-09-08 03:19:46","287ms","a769e915c89e422ca5bd753e0c801742","SGDRegressor_Fold_7","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","136899.19813254158",""
"2025-09-08 03:19:46","289ms","35c15608a82d47c88392d968ef5ac04a","SGDRegressor_Fold_6","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","148994.40899910184",""
"2025-09-08 03:19:45","311ms","ed891e313a70463393d79868ed9d3029","SGDRegressor_Fold_5","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","128359.04558841641",""
"2025-09-08 03:19:45","476ms","8dfb31de0767434da4c078c473253dea","SGDRegressor_Fold_4","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","163856.0437680842",""
"2025-09-08 03:19:44","0.5s","e6b976dcab384876aa0ebc4c7576e215","SGDRegressor_Fold_3","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","113118.74782343543",""
"2025-09-08 03:19:43","433ms","51d21be0409342c0a3b3002e88b9a6d0","SGDRegressor_Fold_2","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","105527.23913319265",""
"2025-09-08 03:19:43","447ms","257e8f2c8ec549efbbecdcf4f6fbe31c","SGDRegressor_Fold_1","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","114190.86636820299",""
"2025-09-08 03:19:42","357ms","caf50e175ca44cb48075c225f2da8509","SGDRegressor_Fold_0","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","92982.3715325816",""
"2025-09-08 03:19:42","5.7s","4c1f32e8202249e8bd820ba1e3b077f2","SGDRegressor","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","SGDRegressor","","126842.27123757642"
"2025-09-08 03:19:41","436ms","368f5fb648374cc18e246c159c0c1560","KNeighborsRegressor_Fold_9","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","135166.01424074778",""
"2025-09-08 03:19:41","479ms","aae361ad95784b808cf7aa265b38bc2d","KNeighborsRegressor_Fold_8","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","122842.0628349927",""
"2025-09-08 03:19:40","0.5s","0adaf3fedc164de68e16463e0a280ac7","KNeighborsRegressor_Fold_7","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","130043.9998580652",""
"2025-09-08 03:19:40","0.6s","626cfc4c49524632bdb36660ad58ecd6","KNeighborsRegressor_Fold_6","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","143659.00795991105",""
"2025-09-08 03:19:39","412ms","04cbb9e39e9748a98243f105ed36d73e","KNeighborsRegressor_Fold_5","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","136580.96701077805",""
"2025-09-08 03:19:38","444ms","695a0cec104b4101a6b089d3a93bd61d","KNeighborsRegressor_Fold_4","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","152443.483400107",""
"2025-09-08 03:19:38","477ms","091f7491d9404f7c9865cab298d47f13","KNeighborsRegressor_Fold_3","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","105381.428962104",""
"2025-09-08 03:19:37","463ms","47b1c0ae7f664af5846f94cb6e0a7f5e","KNeighborsRegressor_Fold_2","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","115768.07217198519",""
"2025-09-08 03:19:37","0.5s","627f914e75134b47b7f07f71c2b3dc0e","KNeighborsRegressor_Fold_1","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","116570.2274014509",""
"2025-09-08 03:19:36","441ms","5480c8aed02443399b1cdf2b6c510735","KNeighborsRegressor_Fold_0","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","108393.37367243553",""
"2025-09-08 03:19:36","6.0s","5d2ea6a8cbf644109521da28a1586f82","KNeighborsRegressor","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","KNeighborsRegressor","","126684.86375125774"
"2025-09-08 03:19:34","2.0s","e9e08440d89d475ea71a07b7918b8176","AdaBoostRegressor_Fold_9","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","159116.72961687864",""
"2025-09-08 03:19:32","1.6s","5db9b43724db411db03f525474ed0213","AdaBoostRegressor_Fold_8","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","153667.584246559",""
"2025-09-08 03:19:30","1.7s","92ad8e94c60043af967eac8f6beca030","AdaBoostRegressor_Fold_7","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","153155.77986943285",""
"2025-09-08 03:19:28","1.6s","60419ee193ca4c6e83c6d84df736f301","AdaBoostRegressor_Fold_6","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","150824.72854663423",""
"2025-09-08 03:19:26","1.9s","a641bb9680214fc9b893f0862e435594","AdaBoostRegressor_Fold_5","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","158626.777080264",""
"2025-09-08 03:19:24","1.7s","86a07d5f29e44a5aa0f7a3bd1a38ccbc","AdaBoostRegressor_Fold_4","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","162278.21609029514",""
"2025-09-08 03:19:23","1.8s","486852ea2154496ebe18438945f7bd19","AdaBoostRegressor_Fold_3","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","164360.11465442445",""
"2025-09-08 03:19:21","1.7s","facf26de19924aa686ae092a4080ba09","AdaBoostRegressor_Fold_2","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","167821.10539013363",""
"2025-09-08 03:19:19","1.7s","78c8d9bef6cd4408b3da3fab22b5fcde","AdaBoostRegressor_Fold_1","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","177729.67143105651",""
"2025-09-08 03:19:17","1.7s","a559abeae41c443cb784dd175e9f39bb","AdaBoostRegressor_Fold_0","NOTEBOOK","/Users/omars.soub@gmail.com/SimpleDataBricksProject/full_pipeline_example/Machine_Learning","omars.soub@gmail.com","FINISHED","","166303.35689834933",""
